Negative_Samples,Similarity
hermione_ron, harry_potter, magic_hogwarts, ron_harry, dumbledore_hogwarts, hermione_potter, 
1 ,9.4805 ,4.0691 ,1.8048 ,4.7869 ,-6.9531 ,19.3965
